kinase	kinase_group	upregulated_set_hits	upregulated_set_size	downregulated_set_hits	downregulated_set_size	background_set_hits	background_set_size	upregulated_enrichment_value	upregulated_enrichment_value_log2	upregulated_p_value	upregulated_adjusted_p_value	upregulated_p_value_log10_abs	upregulated_adjusted_p_value_log10_abs	downregulated_enrichment_value	downregulated_enrichment_value_log2	downregulated_p_value	downregulated_adjusted_p_value	downregulated_p_value_log10_abs	downregulated_adjusted_p_value_log10_abs	dominant_direction	dominant_enrichment_value	dominant_enrichment_value_log2	dominant_p_value	dominant_adjusted_p_value	dominant_p_value_log10_abs	dominant_adjusted_p_value_log10_abs
YANK3	AGC	13	169	2	35	385	11901	2.377822177822178	1.249640829143081	0.00393884315143119	0.07083161944093638	2.4046313128755963	1.1497728287053186	1.7663821892393323	0.8207975303392068	0.31453507041865925	1.0000000000627258	0.5023309240179048	2.7241479467302745e-11	upregulated set	2.377822177822178	1.249640829143081	0.00393884315143119	0.07083161944093638	2.4046313128755963	1.1497728287053186
MLK4	TKL	2	169	2	35	501	11901	0.2811182368989831	-1.8307510466109562	0.9939662496641907	0.9999999999943993	0.0026283619140068703	2.4323713852674953e-12	1.3573994867408041	0.44084537272626195	0.43741834937739205	1.0000000000627258	0.35910300258279454	2.7241479467302745e-11	downregulated set	0.7367027980841946	-0.44084537272626195	0.43741834937739205	1.0000000000627258	0.35910300258279454	2.7241479467302745e-11
MYLK4	CAMK	1	169	0	35	208	11901	0.3385582612653618	-1.56252397155684	0.9488452324175398	0.9999999999943993	0.02280462022654111	2.4323713852674953e-12	0.8173763736263735	-0.2909275522196221	0.9999999999851745	1.0000000000627258	6.4386216287307154e-12	2.7241479467302745e-11	downregulated set	1.223426602806487	0.2909275522196221	0.9999999999851745	1.0000000000627258	6.4386216287307154e-12	2.7241479467302745e-11
DCAMKL1	CAMK	12	169	0	35	201	11901	4.204186169743001	2.07182655612648	0.000044782600833775974	0.002413803297929237	4.348890687555628	2.617298123677173	0.8458422174840085	-0.24153952525745845	0.9999999999817805	1.0000000000627258	7.912644377755097e-12	2.7241479467302745e-11	upregulated set	4.204186169743001	2.07182655612648	0.000044782600833775974	0.002413803297929237	4.348890687555628	2.617298123677173
CHAK2	Alpha	18	169	4	35	977	11901	1.2974023850332803	0.37562599605817965	0.1569985032127052	0.7798450241549127	0.8041044880338325	0.10799169454229451	1.392133352829361	0.47729741395308495	0.32372135628173987	1.0000000000627258	0.4898286487303639	2.7241479467302745e-11	downregulated set	0.7183219897487607	-0.47729741395308495	0.32372135628173987	1.0000000000627258	0.4898286487303639	2.7241479467302745e-11
DCAMKL2	CAMK	8	169	1	35	252	11901	2.235559312482389	1.1606358230843359	0.029927545421018786	0.26283515630114507	1.5239289013964081	0.580316544871675	1.3493197278911564	0.43223224242155384	0.5280727099783268	1.0000000000627258	0.2773062756322455	2.7241479467302745e-11	upregulated set	2.235559312482389	1.1606358230843359	0.029927545421018786	0.26283515630114507	1.5239289013964081	0.580316544871675
CHAK1	Alpha	9	169	3	35	676	11901	0.9375459542733098	-0.09303868825561948	0.6263368192209321	0.9999999999943993	0.203192057539516	2.4323713852674953e-12	1.5090025359256127	0.5935952303604421	0.3207202039245805	1.0000000000627258	0.49387368061856035	2.7241479467302745e-11	downregulated set	0.6626894098535138	-0.5935952303604421	0.3207202039245805	1.0000000000627258	0.49387368061856035	2.7241479467302745e-11
SLK	STE	4	169	1	35	409	11901	0.6887053138698803	-0.5380412863574965	0.8350316758904027	0.9999999999943993	0.07829704978168298	2.4323713852674953e-12	0.8313657003143555	-0.2664448670202786	0.7062880853472776	1.0000000000627258	0.15101811997221642	2.7241479467302745e-11	downregulated set	1.202840097470801	0.2664448670202786	0.7062880853472776	1.0000000000627258	0.15101811997221642	2.7241479467302745e-11
PIM1	CAMK	5	169	0	35	178	11901	1.9780932118875074	0.984110410505217	0.11435230639006812	0.6537499780413328	0.9417550716136088	0.1845883127120929	0.9551364365971108	-0.06622126504492738	0.9999999999645797	1.0000000000627258	1.5382855313983814e-11	2.7241479467302745e-11	upregulated set	1.9780932118875074	0.984110410505217	0.11435230639006812	0.6537499780413328	0.9417550716136088	0.1845883127120929
NEK1	Other	12	169	4	35	1209	11901	0.6989589909994568	-0.5167202819437148	0.9308180758843211	0.9999999999943993	0.031135191585788737	2.4323713852674953e-12	1.1249911378943638	0.16991363667234688	0.48210520348400937	1.0000000000627258	0.31685818104095825	2.7241479467302745e-11	downregulated set	0.8888958911015881	-0.16991363667234688	0.48210520348400937	1.0000000000627258	0.31685818104095825	2.7241479467302745e-11
NEK2	Other	6	169	2	35	559	11901	0.7558510018947613	-0.40382622553778164	0.8089702591096842	0.9999999999943993	0.09206744444702918	2.4323713852674953e-12	1.2165601840020444	0.2828076930782801	0.49470500927573713	1.0000000000627258	0.3056536920417282	2.7241479467302745e-11	downregulated set	0.8219897487606084	-0.2828076930782801	0.49470500927573713	1.0000000000627258	0.3056536920417282	2.7241479467302745e-11
PIM3	CAMK	8	169	1	35	349	11901	1.6142147471219546	0.6908325203746003	0.12857647482432258	0.7214568865142544	0.8908384854444253	0.1417896167650889	0.9742939009414654	-0.037571060288181926	0.6476618170372566	1.0000000000627258	0.18865170606302575	2.7241479467302745e-11	upregulated set	1.6142147471219546	0.6908325203746003	0.12857647482432258	0.7214568865142544	0.8908384854444253	0.1417896167650889
NEK3	Other	11	169	3	35	804	11901	0.9634593305661043	-0.053704325957378986	0.5949934836975906	0.9999999999943993	0.22548779059023302	2.4323713852674953e-12	1.2687633262260127	0.3434229754636978	0.4249321256681681	1.0000000000627258	0.37168043418937274	2.7241479467302745e-11	downregulated set	0.7881690614234098	-0.3434229754636978	0.4249321256681681	1.0000000000627258	0.37168043418937274	2.7241479467302745e-11
P70S6KB	AGC	8	169	1	35	174	11901	3.237706590491736	1.6949722507355243	0.004077383344628948	0.07083161944093638	2.389618455427764	1.1497728287053186	1.9541871921182266	0.966568670072742	0.4041078914614695	1.0000000000627258	0.3935026685261552	2.7241479467302745e-11	upregulated set	3.237706590491736	1.6949722507355243	0.004077383344628948	0.07083161944093638	2.389618455427764	1.1497728287053186
PIM2	CAMK	3	169	0	35	218	11901	0.969084197383421	-0.04530607747151786	0.6014711875578602	0.9999999999943993	0.22078517195561703	2.4323713852674953e-12	0.7798820445609436	-0.35867215885545617	0.9999999999939905	1.0000000000627258	2.609904071860986e-12	2.7241479467302745e-11	upregulated set	0.969084197383421	-0.04530607747151786	0.6014711875578602	0.9999999999943993	0.22078517195561703	2.4323713852674953e-12
CDKL5	CMGC	7	169	4	35	424	11901	1.1625962934018086	0.21735021407865734	0.39935397418588053	0.9999999999943993	0.3986419893123663	2.4323713852674953e-12	3.2078167115902962	1.6815917113582712	0.03551736128111404	1.0000000000627258	1.4495593070719288	2.7241479467302745e-11	downregulated set	0.31173850936896064	-1.6815917113582712	0.03551736128111404	1.0000000000627258	1.4495593070719288	2.7241479467302745e-11
OSR1	STE	6	169	2	35	720	11901	0.5868343195266272	-0.7689748490242662	0.9455281473156059	0.9999999999943993	0.02432553816542961	2.4323713852674953e-12	0.9445238095238095	-0.08234093040820437	0.6340514355307391	1.0000000000627258	0.19787550984525365	2.7241479467302745e-11	downregulated set	1.0587345601209983	0.08234093040820437	0.6340514355307391	1.0000000000627258	0.19787550984525365	2.7241479467302745e-11
DYRK1A	CMGC	11	169	5	35	723	11901	1.071398757641975	0.09949552827043193	0.4528552451694119	0.9999999999943993	0.3440405977016338	2.4323713852674953e-12	2.3515115589804387	1.2335884238577148	0.059317354635861214	1.0000000000627258	1.2268182253554831	2.7241479467302745e-11	downregulated set	0.42525838164860097	-1.2335884238577148	0.059317354635861214	1.0000000000627258	1.2268182253554831	2.7241479467302745e-11
DYRK1B	CMGC	14	169	3	35	794	11901	1.24166455516969	0.3122754714988991	0.2414551386402337	0.968232150709132	0.6171635475245563	0.014020500455984254	1.2847427132061893	0.3614794694996687	0.4169014815046891	1.0000000000627258	0.3799665615583556	2.7241479467302745e-11	downregulated set	0.7783659636445117	-0.3614794694996687	0.4169014815046891	1.0000000000627258	0.3799665615583556	2.7241479467302745e-11
LOK	STE	4	169	1	35	350	11901	0.8048013524936602	-0.3132953652480762	0.7349401988432093	0.9999999999943993	0.13374799747227237	2.4323713852674953e-12	0.9715102040816327	-0.041698945910858425	0.6487261909964589	1.0000000000627258	0.18793856796214065	2.7241479467302745e-11	downregulated set	1.0293252667843038	0.041698945910858425	0.6487261909964589	1.0000000000627258	0.18793856796214065	2.7241479467302745e-11
VRK1	CK1	13	169	6	35	1415	11901	0.6469692851318294	-0.6282308729938999	0.969980371748942	0.9999999999943993	0.013237053906304024	2.4323713852674953e-12	1.4418172640080769	0.527888328923382	0.2321391784712553	1.0000000000627258	0.6342515568384727	2.7241479467302745e-11	downregulated set	0.6935691678570428	-0.527888328923382	0.2321391784712553	1.0000000000627258	0.6342515568384727	2.7241479467302745e-11
VRK2	CK1	21	169	5	35	1267	11901	1.1671842819314133	0.22303236022220338	0.26160347647773974	0.9803723596091999	0.5823564889216742	0.008608941645194813	1.341864922764686	0.4242394516680231	0.3151955861542727	1.0000000000627258	0.5014198727886531	2.7241479467302745e-11	downregulated set	0.745231493151836	-0.4242394516680231	0.3151955861542727	1.0000000000627258	0.5014198727886531	2.7241479467302745e-11
HGK	STE	7	169	2	35	470	11901	1.0488102731965252	0.06875372207685679	0.5042540393814476	0.9999999999943993	0.2973506141384065	2.4323713852674953e-12	1.4469300911854102	0.5329952193564704	0.4055020942204671	1.0000000000627258	0.392006898527932	2.7241479467302745e-11	downregulated set	0.6911183934123184	-0.5329952193564704	0.4055020942204671	1.0000000000627258	0.392006898527932	2.7241479467302745e-11
QIK	CAMK	7	169	2	35	464	11901	1.0623724750051011	0.08728967351428461	0.49081771632792925	0.9999999999943993	0.3090797695705505	2.4323713852674953e-12	1.46564039408867	0.5515311707938982	0.399232797691521	1.0000000000627258	0.39877378784721285	2.7241479467302745e-11	downregulated set	0.68229560541131	-0.5515311707938982	0.399232797691521	1.0000000000627258	0.39877378784721285	2.7241479467302745e-11
MELK	CAMK	6	169	3	35	285	11901	1.4825288072251634	0.5680601382533046	0.22372174556561486	0.968232150709132	0.650291800793115	0.014020500455984254	3.579248120300752	1.8396565575905226	0.05159538960487476	1.0000000000627258	1.287389103772357	2.7241479467302745e-11	downregulated set	0.2793882866985968	-1.8396565575905226	0.05159538960487476	1.0000000000627258	1.287389103772357	2.7241479467302745e-11
MAPKAPK3	CAMK	6	169	1	35	449	11901	0.941026080309959	-0.08769338743573825	0.6172769210268331	0.9999999999943993	0.20951996028878736	2.4323713852674953e-12	0.7573019408208718	-0.40105946881967663	0.7399839137132643	1.0000000000627258	0.1307777211629405	2.7241479467302745e-11	upregulated set	0.941026080309959	-0.08769338743573825	0.6172769210268331	0.9999999999943993	0.20951996028878736	2.4323713852674953e-12
MAK	CMGC	14	169	1	35	653	11901	1.509772828184891	0.5943314870954259	0.08471661803647104	0.5365396463174733	1.0720313899805467	0.27039818135740995	0.5207175672719317	-0.9414270156249605	0.8612613328304273	1.0000000000627258	0.06486505042151681	2.7241479467302745e-11	upregulated set	1.509772828184891	0.5943314870954259	0.08471661803647104	0.5365396463174733	1.0720313899805467	0.27039818135740995
MAPKAPK2	CAMK	2	169	2	35	484	11901	0.2909922245586581	-1.7809474906903422	0.9924931078407299	0.9999999999943993	0.003272500420900032	2.4323713852674953e-12	1.4050767414403778	0.49064892864687576	0.42001768930158284	1.0000000000627258	0.376732418639504	2.7241479467302745e-11	downregulated set	0.7117048987480044	-0.49064892864687576	0.42001768930158284	1.0000000000627258	0.376732418639504	2.7241479467302745e-11
MAPKAPK5	CAMK	8	169	2	35	437	11901	1.2891554845436204	0.366426277083654	0.2854307768905562	0.9995223652790686	0.5444992004116371	0.00020748367831577996	1.5561948349133705	0.6380226964208722	0.3706938587191011	1.0000000000627258	0.4309846088625302	2.7241479467302745e-11	downregulated set	0.6425930594067725	-0.6380226964208722	0.3706938587191011	1.0000000000627258	0.4309846088625302	2.7241479467302745e-11
TNIK	STE	2	169	2	35	504	11901	0.27944491406029864	-1.8393641769156641	0.9941951866571364	0.9999999999943993	0.0025283438054540266	2.4323713852674953e-12	1.3493197278911564	0.43223224242155384	0.44046210839684075	1.0000000000627258	0.35609144666618237	2.7241479467302745e-11	downregulated set	0.7411141920846988	-0.43223224242155384	0.44046210839684075	1.0000000000627258	0.35609144666618237	2.7241479467302745e-11
RAF1	TKL	5	169	0	35	515	11901	0.6836904693514103	-0.5485847805989661	0.8587338409337835	0.9999999999943993	0.06614142211209406	2.4323713852674953e-12	0.330124826629681	-1.5989164561491103	0.9999999999914014	1.0000000000627258	3.734309897870332e-12	2.7241479467302745e-11	upregulated set	0.6836904693514103	-0.5485847805989661	0.8587338409337835	0.9999999999943993	0.06614142211209406	2.4323713852674953e-12
TSSK1	CAMK	5	169	2	35	616	11901	0.5715918696687927	-0.8069426992232867	0.9399233098656904	0.9999999999943993	0.02690757986930592	2.4323713852674953e-12	1.1039888682745824	0.1427256252265688	0.5475048753266403	1.0000000000627258	0.2616120092403001	2.7241479467302745e-11	downregulated set	0.9058062347701875	-0.1427256252265688	0.5475048753266403	1.0000000000627258	0.2616120092403001	2.7241479467302745e-11
TSSK2	CAMK	7	169	4	35	767	11901	0.642686868842721	-0.6378120988610765	0.9228148934685038	0.9999999999943993	0.0348854049409398	2.4323713852674953e-12	1.7732911156639972	0.8264293984185371	0.18736518809759853	1.0000000000627258	0.7273110965940671	2.7241479467302745e-11	downregulated set	0.5639231997311149	-0.8264293984185371	0.18736518809759853	1.0000000000627258	0.7273110965940671	2.7241479467302745e-11
P70S6K	AGC	14	169	3	35	256	11901	3.8511002218934913	1.9452706686418566	0.00002596936834844268	0.0019671796523945333	4.585538613563688	2.7061559763893452	3.9847098214285714	1.9944746666426265	0.0396849099081682	1.0000000000627258	1.40137460128325	2.7241479467302745e-11	downregulated set	0.2509593031397922	-1.9944746666426265	0.0396849099081682	1.0000000000627258	1.40137460128325	2.7241479467302745e-11
CDKL1	CMGC	8	169	2	35	278	11901	2.026478225703461	1.018974673860745	0.0480252476297085	0.36828474451947907	1.318530387133865	0.4338162705782358	2.4462487153134633	1.2905710931979628	0.19789066145966072	1.0000000000627258	0.7035746998422716	2.7241479467302745e-11	downregulated set	0.4087891773800521	-1.2905710931979628	0.19789066145966072	1.0000000000627258	0.7035746998422716	2.7241479467302745e-11
BRSK1	CAMK	6	169	2	35	443	11901	0.9537713545353761	-0.06828464124960963	0.6043025661157325	0.9999999999943993	0.21874556155571973	2.4323713852674953e-12	1.5351177039664625	0.6183492773664522	0.377079338407549	1.0000000000627258	0.4235672635673907	2.7241479467302745e-11	downregulated set	0.6514158474077808	-0.6183492773664522	0.377079338407549	1.0000000000627258	0.4235672635673907	2.7241479467302745e-11
BRSK2	CAMK	6	169	2	35	489	11901	0.8640505318183469	-0.210812407646825	0.6974035015854724	0.9999999999943993	0.15651587641024176	2.4323713852674953e-12	1.3907099035933392	0.47582151096923664	0.4251619310402956	1.0000000000627258	0.3714456290953476	2.7241479467302745e-11	downregulated set	0.7190572220821779	-0.47582151096923664	0.4251619310402956	1.0000000000627258	0.3714456290953476	2.7241479467302745e-11
PRP4	CMGC	14	169	2	35	885	11901	1.1139905726607162	0.15573702367149697	0.3794785594908591	0.9999999999943993	0.42081275667984075	2.4323713852674953e-12	0.7684261501210653	-0.3800214790488896	0.7450887381486325	1.0000000000627258	0.12779200081777833	2.7241479467302745e-11	upregulated set	1.1139905726607162	0.15573702367149697	0.3794785594908591	0.9999999999943993	0.42081275667984075	2.4323713852674953e-12
CK1A2	CK1	8	169	1	35	437	11901	1.2891554845436204	0.366426277083654	0.2854307768905562	0.9995223652790686	0.5444992004116371	0.00020748367831577996	0.7780974174566853	-0.36197730357912794	0.7302906660380919	1.0000000000627258	0.13650425011037287	2.7241479467302745e-11	upregulated set	1.2891554845436204	0.366426277083654	0.2854307768905562	0.9995223652790686	0.5444992004116371	0.00020748367831577996
MSK1	AGC	2	169	0	35	217	11901	0.6490333487852099	-0.6236354858602268	0.8153036259225067	0.9999999999943993	0.0886806262217381	2.4323713852674953e-12	0.7834759710335747	-0.3520390665230091	0.9999999999714669	1.0000000000627258	1.239175259450651e-11	2.7241479467302745e-11	downregulated set	1.2763633308125368	0.3520390665230091	0.9999999999714669	1.0000000000627258	1.239175259450651e-11	2.7241479467302745e-11
MSK2	AGC	3	169	0	35	184	11901	1.148154103421662	0.19931629124839587	0.4884350236025357	0.9999999999943993	0.3111932021965197	2.4323713852674953e-12	0.9239906832298136	-0.11404979013554266	1.0000000000029563	1.0000000000627258	1.2839055889671486e-12	2.7241479467302745e-11	upregulated set	1.148154103421662	0.19931629124839587	0.4884350236025357	0.9999999999943993	0.3111932021965197	2.4323713852674953e-12
GRK1	AGC	9	169	0	35	800	11901	0.7922263313609468	-0.33601544174815984	0.8069704209949827	0.9999999999943993	0.0931423837836141	2.4323713852674953e-12	0.21251785714285715	-2.234344023853254	1.000000000005126	1.0000000000627258	2.2261499565325576e-12	2.7241479467302745e-11	upregulated set	0.7922263313609468	-0.33601544174815984	0.8069704209949827	0.9999999999943993	0.0931423837836141	2.4323713852674953e-12
GRK3	AGC	5	169	1	35	600	11901	0.5868343195266272	-0.7689748490242662	0.9307637407640934	0.9999999999943993	0.031160543619939585	2.4323713852674953e-12	0.5667142857142857	-0.8193065245744106	0.8364898003240795	1.0000000000627258	0.07753935020663838	2.7241479467302745e-11	upregulated set	0.5868343195266272	-0.7689748490242662	0.9307637407640934	0.9999999999943993	0.031160543619939585	2.4323713852674953e-12
STK33	CAMK	7	169	3	35	498	11901	0.989841020888287	-0.014731263426224247	0.5652670932733855	0.9999999999943993	0.24774629602892378	2.4323713852674953e-12	2.0483648881239245	1.0344727345745457	0.18031547559556232	1.0000000000627258	0.7439669983062458	2.7241479467302745e-11	downregulated set	0.4881942693891269	-1.0344727345745457	0.18031547559556232	1.0000000000627258	0.7439669983062458	2.7241479467302745e-11
GRK2	AGC	7	169	1	35	594	11901	0.8298667144820993	-0.269048452158909	0.7432364774173218	0.9999999999943993	0.1288729836857063	2.4323713852674953e-12	0.5724386724386724	-0.8048069548792957	0.833428443637546	1.0000000000627258	0.07913168181966228	2.7241479467302745e-11	upregulated set	0.8298667144820993	-0.269048452158909	0.7432364774173218	0.9999999999943993	0.1288729836857063	2.4323713852674953e-12
GRK5	AGC	5	169	1	35	763	11901	0.4614686654206767	-1.1156954053629156	0.9851774454132525	0.9999999999943993	0.006485539428033923	2.4323713852674953e-12	0.4456468826062535	-1.1660270809130602	0.9015896793900368	1.0000000000627258	0.04499106835681553	2.7241479467302745e-11	upregulated set	0.4614686654206767	-1.1156954053629156	0.9851774454132525	0.9999999999943993	0.006485539428033923	2.4323713852674953e-12
IRAK1	TKL	9	169	5	35	915	11901	0.6926569017363469	-0.52978718514484	0.9079192506747603	0.9999999999943993	0.041952775428057	2.4323713852674953e-12	1.8580796252927398	0.8938123276374277	0.12849117141805785	1.0000000000627258	0.8911267115244446	2.7241479467302745e-11	downregulated set	0.5381900680615075	-0.8938123276374277	0.12849117141805785	1.0000000000627258	0.8911267115244446	2.7241479467302745e-11
IRE2	Other	3	169	3	35	571	11901	0.3699831086332501	-1.434468688057434	0.9885087888164424	0.9999999999943993	0.005019465027582332	2.4323713852674953e-12	1.7864898674005505	0.8371277312797838	0.2360459045022905	1.0000000000627258	0.627003530362936	2.7241479467302745e-11	downregulated set	0.5597568831750833	-0.8371277312797838	0.2360459045022905	1.0000000000627258	0.627003530362936	2.7241479467302745e-11
GRK4	AGC	5	169	0	35	682	11901	0.5162765274427805	-0.9537840875525578	0.9672956635158788	0.9999999999943993	0.014440759208300949	2.4323713852674953e-12	0.2492878089652283	-2.004115763102702	0.9999999999824213	1.0000000000627258	7.634339470902836e-12	2.7241479467302745e-11	upregulated set	0.5162765274427805	-0.9537840875525578	0.9672956635158788	0.9999999999943993	0.014440759208300949	2.4323713852674953e-12
GRK7	AGC	6	169	0	35	612	11901	0.6903933170901497	-0.5345095953872431	0.8700419968744285	0.9999999999943993	0.06045978350710972	2.4323713852674953e-12	0.2778011204481793	-1.8478756767711813	1.0000000000070581	1.0000000000627258	3.065307717922116e-12	2.7241479467302745e-11	upregulated set	0.6903933170901497	-0.5345095953872431	0.8700419968744285	0.9999999999943993	0.06045978350710972	2.4323713852674953e-12
GRK6	AGC	4	169	1	35	671	11901	0.419792061658392	-1.2522532096159313	0.9870098231747184	0.9999999999943993	0.005678525010864215	2.4323713852674953e-12	0.5067489887162018	-0.9806567902787134	0.8688132520498602	1.0000000000627258	0.06107356339031681	2.7241479467302745e-11	downregulated set	1.973363582892194	0.9806567902787134	0.8688132520498602	1.0000000000627258	0.06107356339031681	2.7241479467302745e-11
IRE1	Other	7	169	3	35	552	11901	0.8930087471057372	-0.1632537881363123	0.6721946766550555	0.9999999999943993	0.1725049311829487	2.4323713852674953e-12	1.8479813664596274	0.8859502098644576	0.22119542821352164	1.0000000000627258	0.6552238535072966	2.7241479467302745e-11	downregulated set	0.5411309973951769	-0.8859502098644576	0.22119542821352164	1.0000000000627258	0.6552238535072966	2.7241479467302745e-11
PRPK	Other	13	169	0	35	946	11901	0.9677183281834445	-0.04734090861405052	0.5903877175834575	0.9999999999943993	0.2288626861464217	2.4323713852674953e-12	0.1797191180912111	-2.476184207417925	0.9999999999603891	1.0000000000627258	1.720278232530478e-11	2.7241479467302745e-11	upregulated set	0.9677183281834445	-0.04734090861405052	0.5903877175834575	0.9999999999943993	0.2288626861464217	2.4323713852674953e-12
RIPK1	TKL	7	169	6	35	573	11901	0.8602806778400818	-0.21712066011504835	0.7091305756628524	0.9999999999943993	0.14927378869769434	2.4323713852674953e-12	3.5605086013462977	1.8320833378857218	0.006191703505117042	1.0000000000627258	2.208189848380488	2.7241479467302745e-11	downregulated set	0.2808587513654315	-1.8320833378857218	0.006191703505117042	1.0000000000627258	2.208189848380488	2.7241479467302745e-11
MARK4	CAMK	7	169	3	35	787	11901	0.6263542927603137	-0.6749491568656297	0.9340131108234571	0.9999999999943993	0.029647027497618498	2.4323713852674953e-12	1.296169903793792	0.3742548411351401	0.4112624343715488	1.0000000000627258	0.38588095810625495	2.7241479467302745e-11	downregulated set	0.771503795199283	-0.3742548411351401	0.4112624343715488	1.0000000000627258	0.38588095810625495	2.7241479467302745e-11
MARK3	CAMK	7	169	3	35	756	11901	0.6520381328073637	-0.6169717555792159	0.9159859565205137	0.9999999999943993	0.03811118468629913	2.4323713852674953e-12	1.3493197278911564	0.43223224242155384	0.3861409837620454	1.0000000000627258	0.41325410131015167	2.7241479467302745e-11	downregulated set	0.7411141920846988	-0.43223224242155384	0.3861409837620454	1.0000000000627258	0.41325410131015167	2.7241479467302745e-11
MARK2	CAMK	6	169	3	35	892	11901	0.4736779260753045	-1.078021652614896	0.9887440573171752	0.9999999999943993	0.004916113741664719	2.4323713852674953e-12	1.1435938500960923	0.1935747667223218	0.49396283617335707	1.0000000000627258	0.306305724460926	2.7241479467302745e-11	downregulated set	0.8744363218777134	-0.1935747667223218	0.49396283617335707	1.0000000000627258	0.306305724460926	2.7241479467302745e-11
MARK1	CAMK	9	169	2	35	703	11901	0.9015377881774643	-0.14954013104597041	0.6720744100392291	0.9999999999943993	0.17258264051699043	2.4323713852674953e-12	0.967364356838041	-0.047868713151065015	0.6207908354854063	1.0000000000627258	0.2070547030377153	2.7241479467302745e-11	downregulated set	1.033736660784808	0.047868713151065015	0.6207908354854063	1.0000000000627258	0.2070547030377153	2.7241479467302745e-11
NEK8	Other	4	169	0	35	428	11901	0.6581319471326661	-0.6035512398168944	0.8597351832531156	0.9999999999943993	0.06563530010828744	2.4323713852674953e-12	0.3972296395193592	-1.3319548204796765	1.000000000031529	1.0000000000627258	1.3692871428360884e-11	2.7241479467302745e-11	upregulated set	0.6581319471326661	-0.6035512398168944	0.8597351832531156	0.9999999999943993	0.06563530010828744	2.4323713852674953e-12
NEK9	Other	9	169	3	35	686	11901	0.9238791036279262	-0.11422401814624748	0.6436562892234471	0.9999999999943993	0.19134598286050228	2.4323713852674953e-12	1.4870054144106624	0.5724099004698143	0.32890572642515	1.0000000000627258	0.4829285651515991	2.7241479467302745e-11	downregulated set	0.6724925076324118	-0.5724099004698143	0.32890572642515	1.0000000000627258	0.4829285651515991	2.7241479467302745e-11
NEK4	Other	9	169	2	35	814	11901	0.7786008170623555	-0.3610442362396823	0.8225082621844295	0.9999999999943993	0.08485973082104693	2.4323713852674953e-12	0.8354510354510354	-0.2593728183447768	0.7011578362509865	1.0000000000627258	0.15418420785790252	2.7241479467302745e-11	downregulated set	1.196958238803462	0.2593728183447768	0.7011578362509865	1.0000000000627258	0.15418420785790252	2.7241479467302745e-11
NEK5	Other	10	169	2	35	934	11901	0.7539627231605488	-0.4074348982380473	0.8603454788267675	0.9999999999943993	0.06532711919917986	2.4323713852674953e-12	0.7281125726521872	-0.4577665737881916	0.77221177359191	1.0000000000627258	0.1122635811540585	2.7241479467302745e-11	upregulated set	0.7539627231605488	-0.4074348982380473	0.8603454788267675	0.9999999999943993	0.06532711919917986	2.4323713852674953e-12
NEK6	Other	5	169	2	35	664	11901	0.5302719754758679	-0.9151955898753101	0.9612614457837223	0.9999999999943993	0.017158475995591844	2.4323713852674953e-12	1.024182444061962	0.03447273457454541	0.5890558130623175	1.0000000000627258	0.22984355384344377	2.7241479467302745e-11	downregulated set	0.976388538778254	-0.03447273457454541	0.5890558130623175	1.0000000000627258	0.22984355384344377	2.7241479467302745e-11
NEK7	Other	3	169	2	35	648	11901	0.3260190664036818	-1.6169717555792162	0.9953617667443654	0.9999999999943993	0.0020190451379513245	2.4323713852674953e-12	1.0494708994708994	0.06966216303684557	0.5755088298711047	1.0000000000627258	0.2399480087242351	2.7241479467302745e-11	downregulated set	0.9528611041088985	-0.06966216303684557	0.5755088298711047	1.0000000000627258	0.2399480087242351	2.7241479467302745e-11
COT	STE	4	169	1	35	475	11901	0.5930115228900654	-0.7538679566340577	0.9077275435637123	0.9999999999943993	0.04204448637210553	2.4323713852674953e-12	0.7158496240601504	-0.48227153729683986	0.7598391166222637	1.0000000000627258	0.11927835266611475	2.7241479467302745e-11	downregulated set	1.3969414334929837	0.48227153729683986	0.7598391166222637	1.0000000000627258	0.11927835266611475	2.7241479467302745e-11
RSK4	AGC	11	169	0	35	186	11901	4.164630654705096	2.058188554113518	0.00010134711638754263	0.0038385220331781772	3.9941886037030323	2.415835962192671	0.9140552995391705	-0.12964664518656105	0.9999999999936909	1.0000000000627258	2.7399918470998258e-12	2.7241479467302745e-11	upregulated set	4.164630654705096	2.058188554113518	0.00010134711638754263	0.0038385220331781772	3.9941886037030323	2.415835962192671
CLK4	CMGC	9	169	2	35	474	11901	1.3370908546176317	0.41909749912830574	0.23618290179692333	0.968232150709132	0.6267515458589403	0.014020500455984254	1.4347197106690779	0.5207689170232114	0.4096657998959189	1.0000000000627258	0.38757029071234034	2.7241479467302745e-11	downregulated set	0.6970002520796571	-0.5207689170232114	0.4096657998959189	1.0000000000627258	0.38757029071234034	2.7241479467302745e-11
CLK3	CMGC	10	169	2	35	601	11901	1.1717157794208861	0.22862266076042914	0.35215589051989993	0.9999999999943993	0.4532650427568345	2.4323713852674953e-12	1.1315426669835986	0.17829098521028472	0.5339664497522457	1.0000000000627258	0.2724860297602268	2.7241479467302745e-11	upregulated set	1.1717157794208861	0.22862266076042914	0.35215589051989993	0.9999999999943993	0.4532650427568345	2.4323713852674953e-12
